sutta-text,title_url
"A Single Thing
                  Ekadhamma Suttas  (AN 1:21–30, 39–40)NavigationSuttas/AN/1:21
                21. “I don’t envision a single thing that, when undeveloped, is as unpliant as the mind. The mind, when undeveloped, is unpliant.”
                22. “I don’t envision a single thing that, when developed, is as pliant as the mind. The mind, when developed, is pliant.”
                23. “I don’t envision a single thing that, when undeveloped, leads to such great harm as the mind. The mind, when undeveloped, leads to great harm.”
                24. “I don’t envision a single thing that, when developed, leads to such great benefit as the mind. The mind, when developed, leads to great benefit.”
                25. “I don’t envision a single thing that, when undeveloped & unapparent, leads to such great harm as the mind. The mind, when undeveloped & unapparent, leads to great harm.”
                26. “I don’t envision a single thing that, when developed & apparent, leads to such great benefit as the mind. The mind, when developed & apparent, leads to great benefit.”
                27. “I don’t envision a single thing that, when undeveloped & uncultivated, leads to such great harm as the mind. The mind, when undeveloped & uncultivated, leads to great harm.”
                28. “I don’t envision a single thing that, when developed & cultivated, leads to such great benefit as the mind. The mind, when developed & cultivated, leads to great benefit.”
                29. “I don’t envision a single thing that, when undeveloped & uncultivated, brings about such suffering & stress as the mind. The mind, when undeveloped & uncultivated, brings about suffering & stress.”
                30. “I don’t envision a single thing that, when developed & cultivated, brings about such happiness as the mind. The mind, when developed & cultivated, brings about happiness.”
                39. “I don’t envision a single thing that—when untamed, unguarded, unprotected, unrestrained—leads to such great harm as the mind. The mind—when untamed, unguarded, unprotected, unrestrained—leads to great harm.”
                40. “I don’t envision a single thing that—when tamed, guarded, protected, restrained—leads to such great benefit as the mind. The mind—when tamed, guarded, protected, restrained—leads to great benefit.”",https://www.dhammatalks.org/suttas/AN/AN1_21.html
"A Pool of Water
                  Udakarahada Suttas  (AN 1:45–46)NavigationSuttas/AN/1:45
                45. “Suppose there were a pool of water—sullied, turbid, and muddy. A man with good eyesight standing there on the bank would not see shells, gravel, and pebbles, or shoals of fish swimming about and resting. Why is that? Because of the sullied nature of the water. In the same way, that a monk with a sullied mind would know his own benefit, the benefit of others, the benefit of both; that he would realize a superior human state, a truly noble distinction of knowledge & vision: Such a thing is impossible. Why is that? Because of the sullied nature of his mind.”
                46. “Suppose there were a pool of water—clear, limpid, and unsullied. A man with good eyesight standing there on the bank would see shells, gravel, & pebbles, and also shoals of fish swimming about and resting. Why is that? Because of the unsullied nature of the water. In the same way, that a monk with an unsullied mind would know his own benefit, the benefit of others, the benefit of both; that he would realize a superior human state, a truly noble distinction of knowledge & vision: Such a thing is possible. Why is that? Because of the unsullied nature of his mind.”
                See also: DN 2",https://www.dhammatalks.org/suttas/AN/AN1_45.html
"Soft
                  Mudu Sutta  (AN 1:48)NavigationSuttas/AN/1:48
                “Just as, of all trees, the balsam is foremost in terms of softness and pliancy, in the same way I don’t envision a single thing that, when developed & cultivated, is as soft & pliant as the mind. The mind, when developed & cultivated, is soft & pliant.”",https://www.dhammatalks.org/suttas/AN/AN1_48.html
"Quick to Reverse Itself
                  Lahu-parivaṭṭa Sutta  (AN 1:49)NavigationSuttas/AN/1:49
                “I don’t envision a single thing that is as quick to reverse itself as the mind—so much so that there is no satisfactory simile for how quick to reverse itself it is.”
                See also: SN 22:100",https://www.dhammatalks.org/suttas/AN/AN1_49.html
"Luminous
                  Pabhassara Suttas  (AN 1:50–53)NavigationSuttas/AN/1:50
                “Luminous, monks, is the mind.1 And it is defiled by incoming defilements.”
                “Luminous, monks, is the mind. And it is freed from incoming defilements.”
                “Luminous, monks, is the mind. And it is defiled by incoming defilements. The uninstructed run-of-the-mill person doesn’t discern that as it has come to be, which is why I tell you that—for the uninstructed run-of-the-mill person—there is no development of the mind.”
                “Luminous, monks, is the mind. And it is freed from incoming defilements. The well-instructed disciple of the noble ones discerns that as it has come to be, which is why I tell you that—for the well-instructed disciple of the noble ones—there is development of the mind.”
                
                  Note
                  1. This statement has engendered a great deal of controversy over the centuries. The commentary maintains that “mind” here refers to the bhavaṅga-citta, the momentary mental state between periods when the mental stream adverts to objects, but this statement raises more questions than it answers. There is no reference to the bhavaṅga-citta or the mental stream in any of the suttas (they appear first in an Abhidhamma treatise, the Paṭṭhāna); and because the commentaries compare the bhavaṅga-citta to deep sleep, why is it called luminous? And why would the perception of its luminosity be a prerequisite for developing the mind? And further, if “mind” in this discourse means bhavaṅga-citta, what would it mean to develop the bhavaṅga-citta?
                  Another interpretation equates the luminosity of the mind with the “consciousness without surface,” described as “luminous” in MN 49 and DN 11, but this interpretation also has problems. According to MN 49, that consciousness is not mediated by anything in the describable world, not even the “Allness of the All,” so how could it possibly be defiled? And, because it’s not realized until the goal of the practice is reached, why would the perception of its luminosity be a prerequisite for developing the mind? And again, if “mind” here means consciousness without surface, how could the sutta talk of its development?
                  A more reasonable approach to understanding the statement can be derived from taking it in context: the luminous mind is the mind that the meditator is trying to develop. To perceive its luminosity means understanding that defilements such as greed, aversion, or delusion are not intrinsic to its nature and are not a necessary part of awareness. Without this understanding, it would be impossible to practice. With this understanding, however, one can make an effort to cut away existing defilements, leaving the mind in the stage that MN 24 calls “purity in terms of mind.” This would correspond to the luminous level of concentration described in the standard simile for the fourth jhāna: “And further, with the abandoning of pleasure & pain—as with the earlier disappearance of elation & distress—(the monk) enters & remains in the fourth jhāna: purity of equanimity & mindfulness, neither pleasure nor pain. He sits, permeating the body with a pure, bright awareness. Just as if a man were sitting covered from head to foot with a white cloth so that there would be no part of his body to which the white cloth did not extend; even so, the monk sits, permeating the body with a pure, bright awareness. There is nothing of his entire body unpervaded by pure, bright awareness.” From this state it is possible to develop the discernment that not only cuts away existing defilements but also uproots any potential for them to ever arise again. Only in the stages of awakening that follow on those acts of discernment would “consciousness without surface” be realized.
                
                See also: AN 10:61",https://www.dhammatalks.org/suttas/AN/AN1_50.html
"For the Benefit of Many People
                  Bahujanahitāya Sutta  (AN 1:140–141)NavigationSuttas/AN/1:140
                “Monks, any monks who explain not-Dhamma as not-Dhamma are practicing for the welfare of many people, for the happiness of many people, for the benefit of many people, for the welfare & happiness of human beings & devas. They amass much merit and help this True Dhamma to remain.”
                “Monks, any monks who explain Dhamma as Dhamma are practicing for the welfare of many people, for the happiness of many people, for the benefit of many people, for the welfare & happiness of human beings & devas. They amass much merit and help this True Dhamma to remain.”
                See also: SN 16:13; SN 20:7; AN 7:56",https://www.dhammatalks.org/suttas/AN/AN1_140.html
"Foul-smelling
                  Duggandha Sutta  (AN 1:329)NavigationSuttas/AN/1:329
                “Monks, just as even a tiny amount of feces is foul-smelling, in the same way, I don’t praise even a tiny amount of becoming1—even as much as a finger-snap.”
                
                  Note
                  1. Bhava—a sense of identity in a world of experience. According to the Commentary, the Buddha here is referring to the states of becoming that a person who has attained the first level of awakening is still subject to. In other words, this passage is meant to discourage complacency and to give rise to the sense of heedfulness that will motivate one to continue on the path to full awakening. See SN 55:40 and The Paradox of Becoming.
                
                See also: MN 60; AN 3:77—78; AN 4:10",https://www.dhammatalks.org/suttas/AN/AN1_329.html
"Relentlessly
                  Appaṭivāṇa Sutta  (AN 2:5)NavigationSuttas/AN/2:5
                “Monks, I have known two qualities through experience: discontent with regard to skillful qualities1 and unrelenting exertion. Relentlessly I exerted myself, (thinking,) ‘Gladly would I let the flesh & blood in my body dry up, leaving just the skin, tendons, & bones, but if I have not attained what can be reached through manly firmness, manly persistence, manly striving, there will be no relaxing my persistence.’ From this heedfulness of mine was attained awakening. From this heedfulness of mine was attained the unexcelled freedom from bondage.
                “You, too, monks, should relentlessly exert yourselves, (thinking,) ‘Gladly would we let the flesh & blood in our bodies dry up, leaving just the skin, tendons, & bones, but if we have not attained what can be reached through manly firmness, manly persistence, manly striving, there will be no relaxing our persistence.’ You, too, in no long time will enter & remain in the supreme goal of the holy life for which clansmen rightly go forth from home into homelessness, directly knowing & realizing it for yourselves in the here & now.
                “Thus you should train yourselves: ‘We will relentlessly exert ourselves, (thinking,) “Gladly would we let the flesh & blood in our bodies dry up, leaving just the skin, tendons, & bones, but if we have not attained what can be reached through manly firmness, manly persistence, manly striving, there will be no relaxing our persistence.”’ That’s how you should train yourselves.”
                
                  Note
                  1. In other words, not allowing oneself to rest content merely with the skillful qualities developed on the path. In the Buddha’s biography, this point is illustrated by his refusal to rest content with the formless absorptions he mastered under his first two teachers. See MN 36. Contentment, of course, is a virtue on the path, but as AN 4:28 shows, it is a quality to be developed around the material requisites of life. As this discourse shows, it is not to be applies to mental qualities. MN 2 makes a similar point: One should endure pains and harsh words, but should not endure the presence of unskillful states in the mind.
                
                See also: MN 29–30; MN 70; SN 35:97; SN 55:40; AN 4:178; AN 5:77—80; AN 5:180; AN 6:20; AN 6:60; AN 10:51",https://www.dhammatalks.org/suttas/AN/AN2_5.html
"Guardians of the World
                  Lokapāla Sutta  (AN 2:9)NavigationSuttas/AN/2:9
                “Monks, these two bright qualities guard the world. Which two? Shame & compunction. If these two bright qualities did not guard the world, there would be no recognition of ‘mother’ here, no recognition of ‘mother’s sister,’ ‘uncle’s wife,’ ‘teacher’s wife,’ or ‘wives of those who deserve respect.’ The world would be immersed in promiscuity, like rams with goats, roosters with pigs, or dogs with jackals. But because these two bright qualities guard the world, there is recognition of ‘mother,’ ‘mother’s sister,’ ‘uncle’s wife,’ ‘teacher’s wife,’ & ‘wives of those who deserve respect.’”
                See also: AN 6:45; AN 7:6; Iti 34; Iti 40; Iti 42",https://www.dhammatalks.org/suttas/AN/AN2_9.html
"Categorically
                  Ekaṁsena Sutta  (AN 2:18)NavigationSuttas/AN/2:18
                Then Ven. Ānanda went to the Blessed One and, on arrival, having bowed down to him, sat to one side. As he was sitting there, the Blessed One said to him, “I say categorically, Ānanda, that bodily misconduct, verbal misconduct, & mental misconduct should not be done.”
                “Given that the Blessed One has declared, lord, that bodily misconduct, verbal misconduct, & mental misconduct should not be done, what drawbacks can one expect when doing what should not be done?”
                “Given that I have declared, Ānanda, that bodily misconduct, verbal misconduct, & mental misconduct should not be done, these are the drawbacks one can expect when doing what should not be done: One can fault oneself; observant people, on close examination, criticize one; one’s bad reputation gets spread about; one dies confused; and—on the break-up of the body, after death—one reappears in a plane of deprivation, a bad destination, a lower realm, hell. Given that I have declared, Ānanda, that bodily misconduct, verbal misconduct, & mental misconduct should not be done, these are the drawbacks one can expect when doing what should not be done.
                “I say categorically, Ānanda, that good bodily conduct, good verbal conduct, & good mental conduct should be done.”
                “Given that the Blessed One has declared, lord, that good bodily conduct, good verbal conduct, & good mental conduct should be done, what rewards can one expect when doing what should be done?”
                “Given that I have declared, Ānanda, that good bodily conduct, good verbal conduct, & good mental conduct should be done, these are the rewards one can expect when doing what should be done: One doesn’t fault oneself; observant people, on close examination, praise one; one’s good reputation gets spread about; one dies unconfused; and—on the break-up of the body, after death—one reappears in a good destination, a heavenly world. Given that I have declared, Ānanda, that good bodily conduct, good verbal conduct, & good mental conduct should be done, these are the rewards one can expect when doing what should be done.”
                See also: DN 9; AN 11:16",https://www.dhammatalks.org/suttas/AN/AN2_18.html
"Skillful & Unskillful
                  Kusal’akusala Sutta  (AN 2:19)NavigationSuttas/AN/2:19
                “Abandon what is unskillful, monks. It is possible to abandon what is unskillful. If it were not possible to abandon what is unskillful, I would not say to you, ‘Abandon what is unskillful.’ But because it is possible to abandon what is unskillful, I say to you, ‘Abandon what is unskillful.’ If this abandoning of what is unskillful were conducive to harm and pain, I would not say to you, ‘Abandon what is unskillful.’ But because this abandoning of what is unskillful is conducive to benefit and pleasure, I say to you, ‘Abandon what is unskillful.’
                “Develop what is skillful, monks. It is possible to develop what is skillful. If it were not possible to develop what is skillful, I would not say to you, ‘Develop what is skillful.’ But because it is possible to develop what is skillful, I say to you, ‘Develop what is skillful.’ If this development of what is skillful were conducive to harm and pain, I would not say to you, ‘Develop what is skillful.’ But because this development of what is skillful is conducive to benefit and pleasure, I say to you, ‘Develop what is skillful.’”
                See also: SN 22:2; Iti 39",https://www.dhammatalks.org/suttas/AN/AN2_19.html
"Fools & Wise People
                  Bāla-paṇḍita Sutta  (AN 2:21)NavigationSuttas/AN/2:21
                “Monks, these two are fools. Which two? The one who doesn’t see his transgression as a transgression, and the one who doesn’t rightfully pardon another who has confessed his transgression. These two are fools.
                “These two are wise people. Which two? The one who sees his transgression as a transgression, and the one who rightfully pardons another who has confessed his transgression. These two are wise people.”
                See also: DN 2; MN 140; AN 2:99; AN 4:159",https://www.dhammatalks.org/suttas/AN/AN2_21.html
"What Was Not Said
                  Abhāsita Sutta  (AN 2:23)NavigationSuttas/AN/2:23
                “Monks, these two slander the Tathāgata. Which two? He who explains what was not said or spoken by the Tathāgata as said or spoken by the Tathāgata. And he who explains what was said or spoken by the Tathāgata as not said or spoken by the Tathāgata. These are the two who slander the Tathāgata.”
                See also: MN 22; MN 38",https://www.dhammatalks.org/suttas/AN/AN2_23.html
"A Meaning to be Inferred
                  Neyyattha Sutta  (AN 2:24)NavigationSuttas/AN/2:24
                “Monks, these two slander the Tathāgata. Which two? He who explains a discourse whose meaning needs to be inferred as one whose meaning has already been fully drawn out. And he who explains a discourse whose meaning has already been fully drawn out as one whose meaning needs to be inferred. These are the two who slander the Tathāgata.”",https://www.dhammatalks.org/suttas/AN/AN2_24.html
"A Share in Clear Knowing
                  Vijjā-bhāgiya Sutta  (AN 2:29)NavigationSuttas/AN/2:29
                “These two qualities have a share in clear knowing. Which two? Tranquility [samatha] & insight [vipassanā].
                “When tranquility is developed, what purpose does it serve? The mind is developed. And when the mind is developed, what purpose does it serve? Passion is abandoned.
                “When insight is developed, what purpose does it serve? Discernment is developed. And when discernment is developed, what purpose does it serve? Ignorance is abandoned.”
                See also: MN 149; SN 35:204; AN 4:94; AN 4:170; AN 10:71,",https://www.dhammatalks.org/suttas/AN/AN2_29.html
"Release
                  Vimutti Sutta  (AN 2:30)NavigationSuttas/AN/2:30
                “Defiled by passion, the mind is not released. Defiled by ignorance, discernment does not develop. Thus from the fading of passion is there awareness-release. From the fading of ignorance is there discernment-release.”
                See also: DN 15; SN 12:70; SN 20:4–5; AN 9:43—45",https://www.dhammatalks.org/suttas/AN/AN2_30.html
"Gratitude
                  Kataññu Suttas  (AN 2:31–32)NavigationSuttas/AN/2:31
                “Monks, I will teach you the level of a person of no integrity and the level of a person of integrity. Listen & pay close attention. I will speak.”
                “As you say, lord,” the monks responded to him.
                The Blessed One said, “Now what is the level of a person of no integrity? A person of no integrity is ungrateful & unthankful. This ingratitude, this lack of thankfulness, is advocated by rude people. It is entirely on the level of people of no integrity. A person of integrity is grateful & thankful. This gratitude, this thankfulness, is advocated by civil people. It is entirely on the level of people of integrity.”
                “I tell you, monks, there are two people who are not easy to repay. Which two?
                Your mother & father. Even if you were to carry your mother on one shoulder & your father on the other shoulder for 100 years, and were to look after them by anointing, massaging, bathing, & rubbing their limbs, and they were to defecate & urinate right there [on your shoulders], you would not in that way pay or repay your parents. If you were to establish your mother & father in absolute sovereignty over this great earth, abounding in the seven treasures, you would not in that way pay or repay your parents. Why is that? Mother & father do much for their children. They care for them, they nourish them, they introduce them to this world. But anyone who rouses his unbelieving mother & father, settles & establishes them in conviction; rouses his unvirtuous mother & father, settles & establishes them in virtue; rouses his stingy mother & father, settles & establishes them in generosity; rouses his foolish mother & father, settles & establishes them in discernment: To this extent one pays & repays one’s mother & father.“
                See also: MN 110; SN 7:14; AN 2:118; AN 4:32; AN 4:73; Iti 106",https://www.dhammatalks.org/suttas/AN/AN2_31.html
